condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 9	 83	 1	 973	 13	 608	 easy	 right	 1	 1.833
tex	 9	 83	 2	 1070	 110	 549	 easy	 right	 1	 1.833
tex	 9	 83	 3	 799	 -161	 490	 easy	 right	 1	 1.833
tex	 9	 83	 4	 831	 -129	 708	 easy	 right	 1	 1.833
tex	 9	 83	 5	 700	 -260	 696	 easy	 right	 1	 1.833
tex	 9	 83	 6	 775	 -185	 320	 easy	 right	 1	 1.833
tex	 9	 84	 1	 965	 -5	 604	 easy	 left	 1	 1.521
tex	 9	 84	 2	 889	 71	 453	 easy	 left	 1	 1.521
tex	 9	 84	 3	 969	 -9	 307	 easy	 left	 1	 1.521
tex	 9	 84	 4	 620	 340	 815	 easy	 left	 1	 1.521
tex	 9	 84	 5	 619	 341	 761	 easy	 left	 1	 1.521
tex	 9	 85	 1	 960	 0	 644	 easy	 left	 1	 1.043
tex	 9	 85	 2	 835	 125	 398	 easy	 left	 1	 1.043
tex	 9	 85	 3	 741	 219	 332	 easy	 left	 1	 1.043
tex	 9	 85	 4	 793	 167	 407	 easy	 left	 1	 1.043
tex	 9	 85	 5	 772	 188	 350	 easy	 left	 1	 1.043
tex	 9	 86	 1	 972	 -12	 633	 hard	 left	 0	 1.321
tex	 9	 86	 2	 993	 -33	 651	 hard	 left	 0	 1.321
tex	 9	 86	 3	 1087	 -127	 415	 hard	 left	 0	 1.321
tex	 9	 86	 4	 644	 316	 854	 hard	 left	 0	 1.321
tex	 9	 86	 5	 895	 65	 660	 hard	 left	 0	 1.321
tex	 9	 86	 6	 1415	 -455	 974	 hard	 left	 0	 1.321
tex	 9	 87	 1	 972	 12	 597	 hard	 right	 1	 1.024
tex	 9	 87	 2	 949	 -11	 596	 hard	 right	 1	 1.024
tex	 9	 87	 3	 1223	 263	 797	 hard	 right	 1	 1.024
tex	 9	 87	 4	 1230	 270	 770	 hard	 right	 1	 1.024
tex	 9	 88	 1	 980	 20	 593	 easy	 right	 0	 0.885
tex	 9	 88	 2	 1193	 233	 613	 easy	 right	 0	 0.885
tex	 9	 88	 3	 1223	 263	 618	 easy	 right	 0	 0.885
tex	 9	 89	 1	 961	 1	 607	 hard	 right	 1	 1.392
tex	 9	 89	 2	 781	 -179	 657	 hard	 right	 1	 1.392
tex	 9	 89	 3	 794	 -166	 442	 hard	 right	 1	 1.392
tex	 9	 89	 4	 776	 -184	 423	 hard	 right	 1	 1.392
tex	 9	 90	 1	 959	 1	 602	 hard	 left	 0	 3.023
tex	 9	 90	 2	 1227	 -267	 408	 hard	 left	 0	 3.023
tex	 9	 90	 3	 1042	 -82	 679	 hard	 left	 0	 3.023
tex	 9	 90	 4	 998	 -38	 583	 hard	 left	 0	 3.023
tex	 9	 90	 5	 712	 248	 776	 hard	 left	 0	 3.023
tex	 9	 90	 6	 692	 268	 695	 hard	 left	 0	 3.023
tex	 9	 90	 7	 1072	 -112	 577	 hard	 left	 0	 3.023
tex	 9	 90	 8	 986	 -26	 568	 hard	 left	 0	 3.023
tex	 9	 90	 9	 557	 403	 378	 hard	 left	 0	 3.023
tex	 9	 91	 1	 946	 14	 605	 easy	 left	 1	 1.214
tex	 9	 91	 2	 537	 423	 737	 easy	 left	 1	 1.214
tex	 9	 91	 3	 581	 379	 700	 easy	 left	 1	 1.214
tex	 9	 92	 1	 963	 3	 610	 easy	 right	 1	 1.373
tex	 9	 92	 2	 715	 -245	 629	 easy	 right	 1	 1.373
tex	 9	 92	 3	 664	 -296	 809	 easy	 right	 1	 1.373
tex	 9	 92	 4	 622	 -338	 554	 easy	 right	 1	 1.373
tex	 9	 92	 5	 1142	 182	 573	 easy	 right	 1	 1.373
tex	 9	 93	 1	 968	 -8	 640	 hard	 left	 0	 1.026
tex	 9	 93	 2	 1057	 -97	 782	 hard	 left	 0	 1.026
tex	 9	 93	 3	 811	 149	 711	 hard	 left	 0	 1.026
tex	 9	 94	 1	 973	 -13	 579	 hard	 left	 1	 1.294
tex	 9	 94	 2	 977	 -17	 425	 hard	 left	 1	 1.294
tex	 9	 94	 3	 1274	 -314	 639	 hard	 left	 1	 1.294
tex	 9	 94	 4	 771	 189	 784	 hard	 left	 1	 1.294
tex	 9	 95	 1	 963	 -3	 566	 easy	 left	 1	 4.858
tex	 9	 95	 2	 753	 207	 579	 easy	 left	 1	 4.858
tex	 9	 95	 3	 1224	 -264	 883	 easy	 left	 1	 4.858
tex	 9	 95	 4	 1304	 -344	 223	 easy	 left	 1	 4.858
tex	 9	 95	 5	 976	 -16	 371	 easy	 left	 1	 4.858
tex	 9	 95	 6	 1016	 -56	 582	 easy	 left	 1	 4.858
tex	 9	 95	 7	 966	 -6	 460	 easy	 left	 1	 4.858
tex	 9	 95	 8	 1042	 -82	 622	 easy	 left	 1	 4.858
tex	 9	 95	 9	 581	 379	 488	 easy	 left	 1	 4.858
tex	 9	 95	 10	 550	 410	 526	 easy	 left	 1	 4.858
tex	 9	 96	 1	 968	 -8	 588	 hard	 left	 0	 1.052
tex	 9	 96	 2	 774	 186	 456	 hard	 left	 0	 1.052
tex	 9	 96	 3	 725	 235	 467	 hard	 left	 0	 1.052
tex	 9	 96	 4	 1209	 -249	 855	 hard	 left	 0	 1.052
tex	 10	 17	 1	 952	 -8	 562	 hard	 right	 1	 8.126
tex	 10	 17	 2	 883	 -77	 468	 hard	 right	 1	 8.126
tex	 10	 17	 3	 1094	 134	 497	 hard	 right	 1	 8.126
tex	 10	 17	 4	 1217	 257	 682	 hard	 right	 1	 8.126
tex	 10	 17	 5	 612	 -348	 581	 hard	 right	 1	 8.126
tex	 10	 17	 6	 588	 -372	 430	 hard	 right	 1	 8.126
tex	 10	 17	 7	 566	 -394	 423	 hard	 right	 1	 8.126
tex	 10	 17	 8	 620	 -340	 496	 hard	 right	 1	 8.126
tex	 10	 17	 9	 586	 -374	 418	 hard	 right	 1	 8.126
tex	 10	 17	 10	 598	 -362	 433	 hard	 right	 1	 8.126
tex	 10	 17	 11	 824	 -136	 651	 hard	 right	 1	 8.126
tex	 10	 17	 12	 680	 -280	 628	 hard	 right	 1	 8.126
tex	 10	 17	 13	 1060	 100	 690	 hard	 right	 1	 8.126
tex	 10	 17	 14	 615	 -345	 463	 hard	 right	 1	 8.126
tex	 10	 17	 15	 771	 -189	 502	 hard	 right	 1	 8.126
tex	 10	 17	 16	 594	 -366	 438	 hard	 right	 1	 8.126
tex	 10	 17	 17	 620	 -340	 445	 hard	 right	 1	 8.126
tex	 10	 17	 18	 988	 28	 650	 hard	 right	 1	 8.126
tex	 10	 17	 19	 1366	 406	 734	 hard	 right	 1	 8.126
tex	 10	 17	 20	 707	 -253	 494	 hard	 right	 1	 8.126
tex	 10	 17	 21	 609	 -351	 455	 hard	 right	 1	 8.126
tex	 10	 18	 1	 942	 -18	 551	 hard	 right	 0	 3.826
tex	 10	 18	 2	 897	 -63	 451	 hard	 right	 0	 3.826
tex	 10	 18	 3	 737	 -223	 397	 hard	 right	 0	 3.826
tex	 10	 18	 4	 918	 -42	 595	 hard	 right	 0	 3.826
tex	 10	 18	 5	 783	 -177	 386	 hard	 right	 0	 3.826
tex	 10	 18	 6	 749	 -211	 445	 hard	 right	 0	 3.826
tex	 10	 18	 7	 1111	 151	 629	 hard	 right	 0	 3.826
tex	 10	 18	 8	 1315	 355	 712	 hard	 right	 0	 3.826
tex	 10	 19	 1	 958	 -2	 573	 easy	 right	 1	 6.685
tex	 10	 19	 2	 944	 -16	 531	 easy	 right	 1	 6.685
tex	 10	 19	 3	 1218	 258	 330	 easy	 right	 1	 6.685
tex	 10	 19	 4	 1067	 107	 242	 easy	 right	 1	 6.685
tex	 10	 19	 5	 1208	 248	 325	 easy	 right	 1	 6.685
tex	 10	 19	 6	 1420	 460	 723	 easy	 right	 1	 6.685
tex	 10	 19	 7	 1245	 285	 336	 easy	 right	 1	 6.685
tex	 10	 19	 8	 709	 -251	 364	 easy	 right	 1	 6.685
tex	 10	 19	 9	 1247	 287	 353	 easy	 right	 1	 6.685
tex	 10	 19	 10	 860	 -100	 322	 easy	 right	 1	 6.685
tex	 10	 19	 11	 1243	 283	 306	 easy	 right	 1	 6.685
tex	 10	 19	 12	 1188	 228	 314	 easy	 right	 1	 6.685
tex	 10	 19	 13	 1221	 261	 317	 easy	 right	 1	 6.685
tex	 10	 19	 14	 938	 -22	 315	 easy	 right	 1	 6.685
tex	 10	 19	 15	 1246	 286	 314	 easy	 right	 1	 6.685
tex	 10	 19	 16	 1217	 257	 310	 easy	 right	 1	 6.685
tex	 10	 19	 17	 638	 -322	 338	 easy	 right	 1	 6.685
tex	 10	 19	 18	 1203	 243	 308	 easy	 right	 1	 6.685
tex	 10	 19	 19	 1234	 274	 299	 easy	 right	 1	 6.685
tex	 10	 19	 20	 1147	 187	 313	 easy	 right	 1	 6.685
tex	 10	 20	 1	 943	 -17	 540	 hard	 right	 0	 1.277
tex	 10	 20	 2	 804	 -156	 448	 hard	 right	 0	 1.277
tex	 10	 20	 3	 1072	 112	 604	 hard	 right	 0	 1.277
tex	 10	 20	 4	 1192	 232	 517	 hard	 right	 0	 1.277
tex	 10	 20	 5	 687	 -273	 512	 hard	 right	 0	 1.277
tex	 10	 20	 6	 802	 -158	 510	 hard	 right	 0	 1.277
tex	 10	 21	 1	 936	 -24	 559	 hard	 right	 0	 1.942
tex	 10	 21	 2	 862	 -98	 474	 hard	 right	 0	 1.942
tex	 10	 21	 3	 1102	 142	 590	 hard	 right	 0	 1.942
tex	 10	 21	 4	 1072	 112	 522	 hard	 right	 0	 1.942
tex	 10	 21	 5	 613	 -347	 446	 hard	 right	 0	 1.942
tex	 10	 21	 6	 678	 -282	 623	 hard	 right	 0	 1.942
tex	 10	 21	 7	 1246	 286	 825	 hard	 right	 0	 1.942
tex	 10	 21	 8	 1143	 183	 474	 hard	 right	 0	 1.942
tex	 10	 22	 1	 956	 4	 542	 easy	 left	 1	 1.210
tex	 10	 22	 2	 896	 64	 591	 easy	 left	 1	 1.210
tex	 10	 22	 3	 881	 79	 620	 easy	 left	 1	 1.210
tex	 10	 22	 4	 979	 -19	 624	 easy	 left	 1	 1.210
tex	 10	 22	 5	 892	 68	 618	 easy	 left	 1	 1.210
tex	 10	 23	 1	 952	 8	 543	 hard	 left	 1	 2.161
tex	 10	 23	 2	 965	 -5	 567	 hard	 left	 1	 2.161
tex	 10	 23	 3	 872	 88	 518	 hard	 left	 1	 2.161
tex	 10	 23	 4	 757	 203	 331	 hard	 left	 1	 2.161
tex	 10	 23	 5	 716	 244	 319	 hard	 left	 1	 2.161
tex	 10	 23	 6	 1237	 -277	 771	 hard	 left	 1	 2.161
tex	 10	 23	 7	 1297	 -337	 595	 hard	 left	 1	 2.161
tex	 10	 23	 8	 956	 4	 631	 hard	 left	 1	 2.161
tex	 10	 23	 9	 1409	 -449	 406	 hard	 left	 1	 2.161
tex	 10	 23	 10	 1297	 -337	 579	 hard	 left	 1	 2.161
tex	 10	 24	 1	 961	 -1	 549	 easy	 left	 1	 0.855
tex	 10	 24	 2	 937	 23	 538	 easy	 left	 1	 0.855
tex	 10	 24	 3	 581	 379	 390	 easy	 left	 1	 0.855
tex	 10	 24	 4	 1023	 -63	 476	 easy	 left	 1	 0.855
tex	 10	 24	 5	 507	 453	 349	 easy	 left	 1	 0.855
tex	 10	 25	 1	 962	 2	 544	 easy	 right	 1	 1.402
tex	 10	 25	 2	 698	 -262	 311	 easy	 right	 1	 1.402
tex	 10	 25	 3	 1197	 237	 608	 easy	 right	 1	 1.402
tex	 10	 25	 4	 1285	 325	 813	 easy	 right	 1	 1.402
tex	 10	 25	 5	 813	 -147	 627	 easy	 right	 1	 1.402
tex	 10	 25	 6	 856	 -104	 575	 easy	 right	 1	 1.402
tex	 10	 26	 1	 973	 -13	 552	 hard	 left	 1	 0.640
tex	 10	 26	 2	 1029	 -69	 497	 hard	 left	 1	 0.640
tex	 10	 26	 3	 1064	 -104	 585	 hard	 left	 1	 0.640
tex	 10	 26	 4	 1041	 -81	 596	 hard	 left	 1	 0.640
tex	 10	 27	 1	 980	 20	 588	 easy	 right	 1	 3.448
tex	 10	 27	 2	 885	 -75	 529	 easy	 right	 1	 3.448
tex	 10	 27	 3	 1161	 201	 581	 easy	 right	 1	 3.448
tex	 10	 27	 4	 931	 -29	 807	 easy	 right	 1	 3.448
tex	 10	 27	 5	 733	 -227	 361	 easy	 right	 1	 3.448
tex	 10	 27	 6	 1287	 327	 396	 easy	 right	 1	 3.448
tex	 10	 27	 7	 1129	 169	 629	 easy	 right	 1	 3.448
tex	 10	 27	 8	 470	 -490	 525	 easy	 right	 1	 3.448
tex	 10	 27	 9	 869	 -91	 417	 easy	 right	 1	 3.448
tex	 10	 27	 10	 1195	 235	 513	 easy	 right	 1	 3.448
tex	 10	 27	 11	 670	 -290	 563	 easy	 right	 1	 3.448
tex	 10	 27	 12	 1165	 205	 662	 easy	 right	 1	 3.448
tex	 10	 27	 13	 1101	 141	 654	 easy	 right	 1	 3.448
tex	 10	 27	 14	 812	 -148	 470	 easy	 right	 1	 3.448
tex	 10	 28	 1	 965	 -5	 559	 hard	 left	 1	 1.128
tex	 10	 28	 2	 925	 35	 507	 hard	 left	 1	 1.128
tex	 10	 28	 3	 981	 -21	 507	 hard	 left	 1	 1.128
tex	 10	 28	 4	 1323	 -363	 498	 hard	 left	 1	 1.128
tex	 10	 28	 5	 1378	 -418	 486	 hard	 left	 1	 1.128
tex	 10	 28	 6	 1305	 -345	 439	 hard	 left	 1	 1.128
tex	 10	 29	 1	 971	 -11	 572	 hard	 left	 1	 1.068
tex	 10	 29	 2	 946	 14	 544	 hard	 left	 1	 1.068
tex	 10	 29	 3	 1238	 -278	 505	 hard	 left	 1	 1.068
tex	 10	 29	 4	 773	 187	 553	 hard	 left	 1	 1.068
tex	 10	 30	 1	 954	 -6	 580	 easy	 right	 1	 0.744
tex	 10	 30	 2	 1019	 59	 567	 easy	 right	 1	 0.744
tex	 10	 30	 3	 880	 -80	 512	 easy	 right	 1	 0.744
tex	 10	 31	 1	 973	 -13	 556	 easy	 left	 1	 2.325
tex	 10	 31	 2	 939	 21	 538	 easy	 left	 1	 2.325
tex	 10	 31	 3	 1061	 -101	 569	 easy	 left	 1	 2.325
tex	 10	 31	 4	 1341	 -381	 660	 easy	 left	 1	 2.325
tex	 10	 31	 5	 895	 65	 461	 easy	 left	 1	 2.325
tex	 10	 31	 6	 654	 306	 434	 easy	 left	 1	 2.325
tex	 10	 31	 7	 1116	 -156	 528	 easy	 left	 1	 2.325
tex	 10	 32	 1	 951	 -9	 553	 hard	 right	 1	 2.355
tex	 10	 32	 2	 1232	 272	 579	 hard	 right	 1	 2.355
tex	 10	 32	 3	 799	 -161	 458	 hard	 right	 1	 2.355
tex	 10	 32	 4	 938	 -22	 600	 hard	 right	 1	 2.355
tex	 10	 32	 5	 980	 20	 610	 hard	 right	 1	 2.355
tex	 10	 32	 6	 1232	 272	 762	 hard	 right	 1	 2.355
tex	 10	 32	 7	 763	 -197	 364	 hard	 right	 1	 2.355
tex	 10	 32	 8	 583	 -377	 684	 hard	 right	 1	 2.355
tex	 10	 32	 9	 574	 -386	 558	 hard	 right	 1	 2.355
tex	 10	 32	 10	 647	 -313	 643	 hard	 right	 1	 2.355
tex	 10	 33	 1	 880	 80	 570	 hard	 left	 1	 1.948
tex	 10	 33	 2	 977	 -17	 557	 hard	 left	 1	 1.948
tex	 10	 33	 3	 1149	 -189	 519	 hard	 left	 1	 1.948
tex	 10	 33	 4	 1297	 -337	 712	 hard	 left	 1	 1.948
tex	 10	 33	 5	 701	 259	 351	 hard	 left	 1	 1.948
tex	 10	 33	 6	 674	 286	 801	 hard	 left	 1	 1.948
tex	 10	 33	 7	 1127	 -167	 726	 hard	 left	 1	 1.948
tex	 10	 33	 8	 1137	 -177	 528	 hard	 left	 1	 1.948
tex	 10	 34	 1	 944	 -16	 547	 hard	 right	 1	 2.703
tex	 10	 34	 2	 1096	 136	 568	 hard	 right	 1	 2.703
tex	 10	 34	 3	 726	 -234	 527	 hard	 right	 1	 2.703
tex	 10	 34	 4	 865	 -95	 467	 hard	 right	 1	 2.703
tex	 10	 34	 5	 490	 -470	 337	 hard	 right	 1	 2.703
tex	 10	 34	 6	 1206	 246	 732	 hard	 right	 1	 2.703
tex	 10	 34	 7	 838	 -122	 736	 hard	 right	 1	 2.703
tex	 10	 34	 8	 1284	 324	 743	 hard	 right	 1	 2.703
tex	 10	 34	 9	 862	 -98	 460	 hard	 right	 1	 2.703
tex	 10	 34	 10	 725	 -235	 539	 hard	 right	 1	 2.703
tex	 10	 35	 1	 879	 -81	 530	 hard	 right	 1	 2.723
tex	 10	 35	 2	 928	 -32	 536	 hard	 right	 1	 2.723
tex	 10	 35	 3	 1084	 124	 547	 hard	 right	 1	 2.723
tex	 10	 35	 4	 1280	 320	 629	 hard	 right	 1	 2.723
tex	 10	 35	 5	 1278	 318	 587	 hard	 right	 1	 2.723
tex	 10	 35	 6	 586	 -374	 464	 hard	 right	 1	 2.723
tex	 10	 35	 7	 709	 -251	 368	 hard	 right	 1	 2.723
tex	 10	 35	 8	 825	 -135	 470	 hard	 right	 1	 2.723
tex	 10	 35	 9	 1114	 154	 685	 hard	 right	 1	 2.723
tex	 10	 35	 10	 1101	 141	 580	 hard	 right	 1	 2.723
tex	 10	 35	 11	 853	 -107	 441	 hard	 right	 1	 2.723
tex	 10	 36	 1	 939	 -21	 543	 hard	 right	 1	 1.057
tex	 10	 36	 2	 870	 -90	 536	 hard	 right	 1	 1.057
tex	 10	 36	 3	 1062	 102	 532	 hard	 right	 1	 1.057
tex	 10	 36	 4	 1241	 281	 661	 hard	 right	 1	 1.057
tex	 10	 36	 5	 654	 -306	 464	 hard	 right	 1	 1.057
tex	 10	 36	 6	 848	 -112	 445	 hard	 right	 1	 1.057
tex	 10	 37	 1	 921	 -39	 537	 easy	 right	 1	 2.448
tex	 10	 37	 2	 1080	 120	 574	 easy	 right	 1	 2.448
tex	 10	 37	 3	 527	 -433	 324	 easy	 right	 1	 2.448
tex	 10	 37	 4	 461	 -499	 235	 easy	 right	 1	 2.448
tex	 10	 37	 5	 1160	 200	 607	 easy	 right	 1	 2.448
tex	 10	 37	 6	 1300	 340	 781	 easy	 right	 1	 2.448
tex	 10	 37	 7	 813	 -147	 804	 easy	 right	 1	 2.448
tex	 10	 37	 8	 559	 -401	 766	 easy	 right	 1	 2.448
tex	 10	 37	 9	 874	 -86	 392	 easy	 right	 1	 2.448
tex	 10	 37	 10	 1385	 425	 361	 easy	 right	 1	 2.448
tex	 10	 37	 11	 1063	 103	 404	 easy	 right	 1	 2.448
tex	 10	 38	 1	 946	 -14	 549	 easy	 right	 1	 3.287
tex	 10	 38	 2	 911	 -49	 541	 easy	 right	 1	 3.287
tex	 10	 38	 3	 927	 -33	 534	 easy	 right	 1	 3.287
tex	 10	 38	 4	 1075	 115	 680	 easy	 right	 1	 3.287
tex	 10	 38	 5	 714	 -246	 436	 easy	 right	 1	 3.287
tex	 10	 38	 6	 568	 -392	 647	 easy	 right	 1	 3.287
tex	 10	 38	 7	 1324	 364	 603	 easy	 right	 1	 3.287
tex	 10	 38	 8	 1264	 304	 315	 easy	 right	 1	 3.287
tex	 10	 38	 9	 1026	 66	 274	 easy	 right	 1	 3.287
tex	 10	 38	 10	 501	 -459	 456	 easy	 right	 1	 3.287
tex	 10	 38	 11	 503	 -457	 886	 easy	 right	 1	 3.287
tex	 10	 38	 12	 1105	 145	 752	 easy	 right	 1	 3.287
tex	 10	 38	 13	 911	 -49	 745	 easy	 right	 1	 3.287
tex	 10	 38	 14	 844	 -116	 458	 easy	 right	 1	 3.287
tex	 10	 38	 15	 763	 -197	 405	 easy	 right	 1	 3.287
tex	 10	 38	 16	 859	 -101	 470	 easy	 right	 1	 3.287
tex	 10	 39	 1	 946	 14	 541	 hard	 left	 1	 3.219
tex	 10	 39	 2	 685	 275	 421	 hard	 left	 1	 3.219
tex	 10	 39	 3	 1188	 -228	 528	 hard	 left	 1	 3.219
tex	 10	 39	 4	 1246	 -286	 570	 hard	 left	 1	 3.219
tex	 10	 39	 5	 991	 -31	 796	 hard	 left	 1	 3.219
tex	 10	 39	 6	 887	 73	 457	 hard	 left	 1	 3.219
tex	 10	 39	 7	 596	 364	 440	 hard	 left	 1	 3.219
tex	 10	 39	 8	 1194	 -234	 438	 hard	 left	 1	 3.219
tex	 10	 39	 9	 1343	 -383	 829	 hard	 left	 1	 3.219
tex	 10	 39	 10	 474	 486	 922	 hard	 left	 1	 3.219
tex	 10	 39	 11	 659	 301	 524	 hard	 left	 1	 3.219
tex	 10	 39	 12	 1067	 -107	 400	 hard	 left	 1	 3.219
tex	 10	 39	 13	 1279	 -319	 449	 hard	 left	 1	 3.219
tex	 10	 39	 14	 1020	 -60	 612	 hard	 left	 1	 3.219
tex	 10	 39	 15	 836	 124	 434	 hard	 left	 1	 3.219
tex	 10	 40	 1	 929	 -31	 558	 hard	 right	 1	 2.480
tex	 10	 40	 2	 795	 -165	 458	 hard	 right	 1	 2.480
tex	 10	 40	 3	 935	 -25	 546	 hard	 right	 1	 2.480
tex	 10	 40	 4	 577	 -383	 402	 hard	 right	 1	 2.480
tex	 10	 40	 5	 1325	 365	 489	 hard	 right	 1	 2.480
tex	 10	 40	 6	 542	 -418	 562	 hard	 right	 1	 2.480
tex	 10	 40	 7	 464	 -496	 586	 hard	 right	 1	 2.480
tex	 10	 40	 8	 703	 -257	 553	 hard	 right	 1	 2.480
tex	 10	 41	 1	 876	 84	 559	 easy	 left	 1	 1.126
tex	 10	 41	 2	 932	 28	 553	 easy	 left	 1	 1.126
tex	 10	 41	 3	 629	 331	 534	 easy	 left	 1	 1.126
tex	 10	 41	 4	 1050	 -90	 489	 easy	 left	 1	 1.126
tex	 10	 41	 5	 698	 262	 543	 easy	 left	 1	 1.126
tex	 10	 42	 1	 940	 -20	 540	 hard	 right	 1	 0.904
tex	 10	 42	 2	 819	 -141	 403	 hard	 right	 1	 0.904
tex	 10	 42	 3	 766	 -194	 357	 hard	 right	 1	 0.904
tex	 10	 43	 1	 907	 53	 514	 hard	 left	 1	 1.898
tex	 10	 43	 2	 947	 13	 525	 hard	 left	 1	 1.898
tex	 10	 43	 3	 802	 158	 361	 hard	 left	 1	 1.898
tex	 10	 43	 4	 700	 260	 349	 hard	 left	 1	 1.898
tex	 10	 43	 5	 971	 -11	 553	 hard	 left	 1	 1.898
tex	 10	 43	 6	 986	 -26	 535	 hard	 left	 1	 1.898
tex	 10	 43	 7	 1202	 -242	 492	 hard	 left	 1	 1.898
tex	 10	 43	 8	 1392	 -432	 570	 hard	 left	 1	 1.898
tex	 10	 43	 9	 1219	 -259	 369	 hard	 left	 1	 1.898
tex	 10	 43	 10	 1215	 -255	 759	 hard	 left	 1	 1.898
tex	 10	 44	 1	 936	 -24	 556	 hard	 right	 1	 1.677
tex	 10	 44	 2	 898	 -62	 679	 hard	 right	 1	 1.677
tex	 10	 44	 3	 935	 -25	 527	 hard	 right	 1	 1.677
tex	 10	 44	 4	 930	 -30	 452	 hard	 right	 1	 1.677
tex	 10	 44	 5	 601	 -359	 423	 hard	 right	 1	 1.677
tex	 10	 44	 6	 741	 -219	 594	 hard	 right	 1	 1.677
tex	 10	 44	 7	 779	 -181	 626	 hard	 right	 1	 1.677
tex	 10	 44	 8	 557	 -403	 240	 hard	 right	 1	 1.677
tex	 10	 44	 9	 1232	 272	 890	 hard	 right	 1	 1.677
tex	 10	 44	 10	 1265	 305	 691	 hard	 right	 1	 1.677
tex	 10	 45	 1	 934	 26	 537	 easy	 left	 1	 1.784
tex	 10	 45	 2	 867	 93	 404	 easy	 left	 1	 1.784
tex	 10	 45	 3	 1095	 -135	 543	 easy	 left	 1	 1.784
tex	 10	 45	 4	 1294	 -334	 564	 easy	 left	 1	 1.784
tex	 10	 45	 5	 1032	 -72	 518	 easy	 left	 1	 1.784
tex	 10	 45	 6	 671	 289	 446	 easy	 left	 1	 1.784
tex	 10	 45	 7	 477	 483	 450	 easy	 left	 1	 1.784
tex	 10	 45	 8	 1157	 -197	 912	 easy	 left	 1	 1.784
tex	 10	 46	 1	 945	 -15	 538	 easy	 right	 1	 0.662
tex	 10	 46	 2	 1061	 101	 750	 easy	 right	 1	 0.662
tex	 10	 46	 3	 1053	 93	 818	 easy	 right	 1	 0.662
tex	 10	 47	 1	 941	 19	 552	 hard	 left	 1	 1.506
tex	 10	 47	 2	 871	 89	 492	 hard	 left	 1	 1.506
tex	 10	 47	 3	 1146	 -186	 772	 hard	 left	 1	 1.506
tex	 10	 47	 4	 1316	 -356	 436	 hard	 left	 1	 1.506
tex	 10	 47	 5	 1117	 -157	 829	 hard	 left	 1	 1.506
tex	 10	 47	 6	 1099	 -139	 863	 hard	 left	 1	 1.506
tex	 10	 48	 1	 936	 24	 547	 easy	 left	 1	 1.827
tex	 10	 48	 2	 1076	 -116	 568	 easy	 left	 1	 1.827
tex	 10	 48	 3	 1278	 -318	 383	 easy	 left	 1	 1.827
tex	 10	 48	 4	 1196	 -236	 842	 easy	 left	 1	 1.827
tex	 10	 48	 5	 1061	 -101	 764	 easy	 left	 1	 1.827
tex	 10	 48	 6	 1030	 -70	 728	 easy	 left	 1	 1.827
tex	 10	 48	 7	 573	 387	 352	 easy	 left	 1	 1.827
tex	 10	 49	 1	 935	 25	 563	 easy	 left	 1	 1.969
tex	 10	 49	 2	 1056	 -96	 574	 easy	 left	 1	 1.969
tex	 10	 49	 3	 1324	 -364	 520	 easy	 left	 1	 1.969
tex	 10	 49	 4	 1127	 -167	 870	 easy	 left	 1	 1.969
tex	 10	 49	 5	 1073	 -113	 684	 easy	 left	 1	 1.969
tex	 10	 49	 6	 829	 131	 358	 easy	 left	 1	 1.969
tex	 10	 49	 7	 542	 418	 397	 easy	 left	 1	 1.969
tex	 10	 49	 8	 678	 282	 538	 easy	 left	 1	 1.969
tex	 10	 49	 9	 901	 59	 631	 easy	 left	 1	 1.969
tex	 10	 49	 10	 1232	 -272	 488	 easy	 left	 1	 1.969
tex	 10	 50	 1	 953	 -7	 555	 hard	 right	 1	 1.513
tex	 10	 50	 2	 851	 -109	 441	 hard	 right	 1	 1.513
tex	 10	 50	 3	 1123	 163	 699	 hard	 right	 1	 1.513
tex	 10	 50	 4	 1334	 374	 761	 hard	 right	 1	 1.513
tex	 10	 50	 5	 1061	 101	 403	 hard	 right	 1	 1.513
tex	 10	 50	 6	 797	 -163	 330	 hard	 right	 1	 1.513
tex	 10	 50	 7	 578	 -382	 673	 hard	 right	 1	 1.513
tex	 10	 51	 1	 948	 12	 543	 hard	 left	 1	 2.190
tex	 10	 51	 2	 922	 38	 546	 hard	 left	 1	 2.190
tex	 10	 51	 3	 1055	 -95	 664	 hard	 left	 1	 2.190
tex	 10	 51	 4	 1233	 -273	 543	 hard	 left	 1	 2.190
tex	 10	 51	 5	 682	 278	 328	 hard	 left	 1	 2.190
tex	 10	 51	 6	 1028	 -68	 716	 hard	 left	 1	 2.190
tex	 10	 51	 7	 1071	 -111	 796	 hard	 left	 1	 2.190
tex	 10	 51	 8	 1136	 -176	 531	 hard	 left	 1	 2.190
tex	 10	 51	 9	 1088	 -128	 716	 hard	 left	 1	 2.190
tex	 10	 51	 10	 1054	 -94	 755	 hard	 left	 1	 2.190
tex	 10	 52	 1	 942	 18	 542	 easy	 left	 1	 1.646
tex	 10	 52	 2	 958	 2	 563	 easy	 left	 1	 1.646
tex	 10	 52	 3	 1099	 -139	 725	 easy	 left	 1	 1.646
tex	 10	 52	 4	 1206	 -246	 825	 easy	 left	 1	 1.646
tex	 10	 52	 5	 671	 289	 375	 easy	 left	 1	 1.646
